id,age,anciennete,satisfaction,salaire,depart,promotions_recues,annees_depuis_derniere_promotion,jours_absence,niveau_etude,type_poste,type_contrat,departement
2677,38,24,0.65,47053,1,2,1,26,Bac,Directeur,CDD,Finance
2678,60,12,0.16,53823,0,0,5,26,Master,Directeur,CDD,Production
2679,30,23,0.95,29191,0,1,5,24,Bac,Technicien,CDD,RH
2680,56,10,0.62,45514,0,0,2,7,Master,Manager,CDI,IT
2681,34,16,0.56,45787,1,4,9,4,Licence,Technicien,CDD,IT
2682,36,12,0.86,66398,1,1,0,3,Licence,Directeur,CDD,RH
2683,39,26,0.88,59528,0,3,2,20,Licence,Technicien,CDD,Production
2684,54,19,0.57,37522,1,4,3,11,Master,Commercial,CDI,Finance
2685,27,32,0.93,33030,0,3,0,10,Doctorat,Technicien,CDD,Production
2686,48,31,0.16,29381,0,3,6,14,Licence,Commercial,CDD,IT
2687,44,7,0.2,44753,1,2,2,12,Licence,Technicien,CDI,Finance
2688,48,28,0.64,33092,0,2,7,0,Bac,Commercial,CDI,Ventes
2689,55,18,0.42,50084,1,1,6,4,Master,Manager,CDI,IT
2690,59,5,0.52,42557,1,1,5,5,Master,Manager,CDD,RH
2691,35,20,0.4,36567,0,2,7,12,Licence,Directeur,CDD,Finance
2692,57,21,0.46,42616,1,1,8,24,Doctorat,Commercial,CDI,Production
2693,29,9,0.84,47144,0,0,1,24,Master,Manager,CDD,Ventes
2694,56,9,0.63,55866,0,4,9,9,Doctorat,Commercial,CDI,IT
2695,40,28,1.0,62711,0,0,8,29,Doctorat,Directeur,CDD,Finance
2696,51,15,0.81,53386,1,4,9,11,Licence,Manager,CDD,IT
2697,35,0,0.35,49306,0,2,4,2,Doctorat,Directeur,CDI,RH
2698,41,16,0.34,51013,1,0,0,28,Master,Commercial,CDI,IT
2699,46,29,0.4,57006,0,3,0,28,Doctorat,Technicien,CDI,Production
2700,45,25,0.86,34885,1,0,6,10,Bac,Directeur,CDD,Production
2701,35,18,0.12,69369,0,1,5,23,Master,Manager,CDD,RH
2702,47,20,0.31,60821,0,0,9,23,Licence,Directeur,CDI,RH
2703,59,16,0.91,65564,1,2,8,24,Master,Manager,CDI,Ventes
2704,44,20,0.68,42045,0,2,0,14,Master,Technicien,CDD,Finance
2705,43,18,0.3,53674,0,1,9,16,Doctorat,Technicien,CDD,IT
2706,40,6,0.3,46780,1,4,9,4,Bac,Manager,CDD,RH
2707,24,16,0.88,53550,1,1,9,4,Doctorat,Directeur,CDD,Finance
2708,40,0,0.9,52235,0,4,9,22,Doctorat,Technicien,CDI,RH
2709,30,5,0.33,40841,0,2,6,10,Doctorat,Directeur,CDI,RH
2710,49,25,0.48,49305,1,2,7,7,Doctorat,Technicien,CDI,Ventes
2711,41,1,0.85,68021,0,4,9,10,Doctorat,Technicien,CDI,Production
2712,28,31,0.79,49223,1,0,3,22,Master,Directeur,CDD,Finance
2713,35,4,0.83,46942,1,0,0,21,Bac,Manager,CDI,Ventes
2714,30,30,0.57,39882,0,1,2,19,Bac,Manager,CDD,Production
2715,40,11,0.92,52714,1,2,1,14,Bac,Manager,CDI,RH
2716,35,29,0.39,49021,1,0,2,8,Licence,Manager,CDD,Ventes
2717,59,5,0.24,51013,0,2,5,17,Bac,Directeur,CDI,Production
2718,57,14,0.74,45721,0,1,9,5,Master,Commercial,CDD,Production
2719,38,14,0.59,40281,0,3,2,25,Doctorat,Directeur,CDI,Ventes
2720,51,15,0.87,42008,0,2,9,5,Doctorat,Commercial,CDI,IT
2721,30,19,0.17,30294,1,3,3,10,Master,Technicien,CDD,Ventes
2722,54,12,0.86,47061,1,2,0,19,Doctorat,Technicien,CDI,RH
2723,46,30,0.36,60840,1,4,5,28,Doctorat,Commercial,CDD,IT
2724,35,33,0.69,68004,0,3,1,2,Bac,Technicien,CDI,Ventes
2725,32,28,0.14,43089,1,4,3,10,Bac,Directeur,CDD,Production
2726,56,2,0.65,38237,0,4,4,29,Bac,Commercial,CDD,Finance
2727,35,8,0.75,39694,1,1,4,2,Licence,Technicien,CDD,Ventes
2728,51,10,0.43,48936,0,1,3,17,Bac,Directeur,CDI,Production
2729,25,10,0.29,64269,0,0,2,2,Bac,Commercial,CDD,Ventes
2730,25,24,0.58,38468,1,3,3,19,Bac,Directeur,CDD,RH
2731,49,21,0.85,46461,0,0,2,9,Bac,Commercial,CDI,RH
2732,29,8,0.39,37840,1,3,2,3,Bac,Directeur,CDI,Production
2733,23,19,0.33,36526,1,1,3,29,Master,Technicien,CDD,Production
2734,43,20,0.35,40464,1,1,8,25,Master,Commercial,CDD,IT
2735,37,9,0.95,39063,1,1,8,29,Master,Commercial,CDI,RH
2736,50,21,0.42,63383,0,3,7,22,Doctorat,Manager,CDD,Finance
2737,51,28,0.1,42744,1,1,3,3,Doctorat,Directeur,CDI,RH
2738,33,8,0.8,41064,1,0,1,24,Licence,Technicien,CDD,RH
2739,56,4,0.73,49740,1,4,8,23,Doctorat,Commercial,CDI,Finance
2740,32,10,0.22,41589,0,3,5,0,Licence,Technicien,CDD,RH
2741,42,0,0.99,28932,1,4,7,25,Master,Manager,CDD,Ventes
2742,42,0,0.65,45019,0,0,3,16,Bac,Commercial,CDD,Ventes
2743,26,4,0.55,50157,1,2,7,28,Bac,Commercial,CDD,RH
2744,41,21,0.44,45574,1,1,5,5,Licence,Directeur,CDI,RH
2745,58,25,0.91,33508,1,0,5,3,Licence,Commercial,CDI,Finance
2746,24,5,0.32,60779,1,2,5,25,Bac,Directeur,CDD,RH
2747,54,31,0.36,58888,1,3,8,21,Licence,Technicien,CDD,Production
2748,30,10,0.21,54025,0,0,0,8,Bac,Directeur,CDI,Ventes
2749,30,9,0.78,36060,0,3,0,9,Master,Manager,CDI,RH
2750,25,33,0.64,61216,1,4,4,4,Licence,Directeur,CDD,Production
2751,56,30,0.65,35661,1,4,0,7,Master,Technicien,CDD,RH
2752,38,11,0.3,63264,1,3,9,17,Licence,Directeur,CDD,IT
2753,55,15,0.69,33885,0,4,8,23,Master,Commercial,CDI,Production
2754,45,2,0.79,28426,1,4,3,7,Master,Directeur,CDD,Ventes
2755,53,1,0.42,67867,0,1,1,17,Doctorat,Commercial,CDD,Ventes
2756,22,4,0.82,53491,1,3,2,6,Doctorat,Commercial,CDD,IT
2757,29,10,0.41,47553,1,3,8,7,Licence,Commercial,CDI,Production
2758,44,24,0.78,40918,1,2,7,6,Licence,Directeur,CDD,Production
2759,33,21,0.13,40513,0,1,2,21,Master,Commercial,CDI,Finance
2760,33,21,0.6,44830,1,0,7,18,Master,Directeur,CDI,RH
2761,36,10,0.97,58171,0,1,3,10,Bac,Technicien,CDD,Production
2762,40,31,0.98,30250,1,0,5,10,Doctorat,Commercial,CDD,Finance
2763,47,30,0.35,41608,0,3,3,2,Master,Technicien,CDI,IT
2764,50,7,0.5,30681,0,1,4,23,Licence,Directeur,CDD,IT
2765,43,19,0.16,45785,1,2,9,19,Bac,Commercial,CDD,IT
2766,42,33,0.89,31407,0,4,8,12,Doctorat,Technicien,CDD,Finance
2767,59,3,0.61,67529,1,0,1,25,Bac,Technicien,CDI,Ventes
2768,41,17,0.45,45427,1,4,8,23,Master,Commercial,CDI,IT
2769,50,3,0.2,49747,1,3,2,29,Bac,Technicien,CDD,Finance
2770,25,19,0.95,41555,1,3,4,28,Licence,Directeur,CDI,Finance
2771,28,8,0.58,55594,0,3,6,9,Licence,Commercial,CDI,RH
2772,49,15,0.35,28391,1,4,1,5,Master,Commercial,CDD,IT
2773,49,25,0.42,32819,0,3,3,2,Bac,Commercial,CDI,Ventes
2774,25,24,0.34,51263,1,3,0,27,Master,Commercial,CDD,Finance
2775,43,3,0.64,33984,0,4,2,9,Doctorat,Directeur,CDI,Ventes
2776,33,18,0.94,34363,1,3,5,1,Master,Directeur,CDD,Ventes
2777,24,13,0.87,33127,0,0,1,0,Master,Directeur,CDI,IT
2778,43,20,0.51,67357,1,1,7,11,Doctorat,Commercial,CDD,IT
2779,23,14,0.84,40512,1,0,6,3,Bac,Manager,CDI,RH
2780,45,2,0.48,32037,1,3,2,23,Licence,Directeur,CDI,Ventes
2781,55,15,0.33,55623,0,3,0,19,Licence,Commercial,CDD,Ventes
2782,48,13,0.99,34854,1,3,9,23,Bac,Commercial,CDI,Finance
2783,22,8,0.37,53733,1,3,3,28,Master,Commercial,CDI,Finance
2784,29,6,0.39,47633,0,4,3,23,Licence,Directeur,CDD,Finance
2785,44,13,0.99,56203,0,1,4,10,Master,Directeur,CDD,Ventes
2786,59,5,0.22,62311,1,4,2,0,Doctorat,Manager,CDD,RH
2787,27,20,0.78,45175,0,4,1,28,Licence,Directeur,CDD,Production
2788,43,14,0.94,53012,0,3,1,15,Master,Manager,CDI,Finance
2789,46,7,0.56,49554,1,0,7,5,Master,Manager,CDI,Production
2790,39,33,0.1,56090,0,0,6,26,Master,Directeur,CDI,RH
2791,38,0,0.44,66866,0,2,0,14,Licence,Commercial,CDD,Ventes
2792,33,31,0.2,60712,0,1,8,9,Master,Directeur,CDD,Production
2793,27,4,0.47,68216,1,2,2,23,Licence,Manager,CDI,IT
2794,47,29,0.81,67979,0,4,2,7,Licence,Commercial,CDI,Ventes
2795,48,21,0.49,35798,1,2,0,16,Licence,Technicien,CDI,IT
2796,29,19,0.49,48748,1,2,3,23,Licence,Manager,CDD,RH
2797,40,15,0.6,29716,0,2,9,12,Bac,Commercial,CDD,Production
2798,22,6,0.62,64404,1,1,1,8,Doctorat,Manager,CDD,Production
2799,50,6,0.87,35870,1,0,2,26,Doctorat,Directeur,CDD,RH
2800,56,1,0.38,41682,1,0,0,29,Licence,Commercial,CDD,RH
2801,35,13,0.84,50055,1,2,2,5,Master,Directeur,CDD,Ventes
2802,56,30,0.61,36380,0,1,3,28,Licence,Commercial,CDI,RH
2803,41,13,0.37,33726,1,0,5,22,Master,Technicien,CDD,Finance
2804,34,4,0.37,35557,1,3,2,21,Bac,Manager,CDI,IT
2805,59,10,0.43,59768,1,0,5,20,Doctorat,Commercial,CDD,RH
2806,29,4,0.66,52166,0,0,1,16,Licence,Manager,CDD,Finance
2807,41,28,0.31,63486,0,1,7,1,Bac,Technicien,CDI,Production
2808,54,10,0.93,68655,1,1,4,25,Licence,Commercial,CDD,RH
2809,47,4,0.62,56506,1,0,0,17,Licence,Commercial,CDD,IT
2810,60,31,0.93,68771,0,3,5,26,Bac,Technicien,CDI,IT
2811,42,14,0.14,52102,0,3,2,24,Master,Manager,CDD,Ventes
2812,30,18,0.41,37094,0,2,3,15,Master,Manager,CDD,Production
2813,45,21,0.12,69300,1,2,9,5,Master,Technicien,CDI,Production
2814,58,33,0.35,47265,0,0,7,2,Licence,Directeur,CDD,IT
2815,38,16,0.88,51094,0,0,7,2,Master,Manager,CDI,Finance
2816,45,11,0.13,41353,1,0,7,13,Master,Manager,CDI,IT
2817,42,24,0.49,43173,1,3,4,9,Licence,Manager,CDD,RH
2818,60,16,0.21,61411,0,4,0,9,Bac,Commercial,CDD,Ventes
2819,60,9,0.48,39264,1,2,8,1,Doctorat,Commercial,CDI,RH
2820,34,27,0.85,61445,1,2,8,6,Master,Manager,CDI,Production
2821,32,17,0.66,43931,1,4,7,13,Bac,Technicien,CDI,RH
2822,40,17,0.76,30650,0,0,2,16,Licence,Commercial,CDI,Production
2823,32,31,0.41,31469,1,2,5,16,Licence,Commercial,CDD,Ventes
2824,34,13,0.95,68654,1,3,6,29,Master,Technicien,CDD,Production
2825,22,15,0.74,39592,1,4,3,9,Master,Technicien,CDD,Ventes
2826,40,17,0.48,33684,1,3,9,2,Bac,Commercial,CDI,Finance
2827,33,15,0.48,41457,1,0,6,16,Master,Technicien,CDD,Finance
2828,29,16,0.93,34596,1,2,8,12,Bac,Technicien,CDD,Ventes
2829,29,6,0.62,43151,1,3,5,26,Licence,Directeur,CDD,IT
2830,33,11,0.74,35074,1,4,1,29,Bac,Directeur,CDD,Ventes
2831,54,33,0.48,61259,1,0,5,15,Licence,Directeur,CDD,Production
2832,47,9,0.3,60979,0,2,2,2,Master,Directeur,CDD,Finance
2833,60,4,0.75,68743,1,2,6,14,Doctorat,Technicien,CDI,Finance
2834,49,20,0.65,31722,1,0,2,27,Bac,Technicien,CDI,Ventes
2835,26,2,0.55,39709,1,0,7,24,Doctorat,Commercial,CDI,IT
2836,29,18,0.66,44687,1,0,4,6,Bac,Directeur,CDD,Ventes
2837,46,5,0.29,64540,1,3,2,12,Bac,Technicien,CDD,Production
2838,48,13,0.81,46165,1,1,0,24,Doctorat,Commercial,CDD,Production
2839,44,3,0.95,63993,0,2,4,6,Doctorat,Commercial,CDD,RH
2840,51,17,0.9,57194,1,3,9,10,Master,Technicien,CDI,IT
2841,44,28,0.39,69767,1,4,9,13,Doctorat,Manager,CDI,Finance
2842,41,15,0.47,39382,0,2,2,24,Doctorat,Manager,CDD,Production
2843,39,19,0.83,56618,0,1,3,10,Master,Directeur,CDD,Production
2844,39,23,0.64,48587,0,4,9,28,Doctorat,Technicien,CDI,IT
2845,23,18,0.59,29353,1,2,3,18,Doctorat,Manager,CDD,Ventes
2846,25,3,0.93,36371,1,1,2,6,Master,Technicien,CDI,RH
2847,51,32,0.58,37072,1,0,5,21,Doctorat,Manager,CDD,Production
2848,54,1,0.56,32698,1,1,5,1,Bac,Directeur,CDI,RH
2849,57,12,0.14,47184,1,2,0,21,Bac,Technicien,CDI,Finance
2850,39,29,0.16,34902,1,1,3,2,Doctorat,Technicien,CDD,RH
2851,58,33,0.11,48647,0,2,0,1,Doctorat,Manager,CDI,Production
2852,40,29,0.92,57140,1,2,6,20,Doctorat,Directeur,CDD,Ventes
2853,49,23,0.47,63005,1,1,6,4,Licence,Commercial,CDD,Production
2854,41,32,0.52,58221,0,1,5,26,Doctorat,Manager,CDD,Finance
2855,54,9,0.86,62546,1,4,1,17,Bac,Commercial,CDI,RH
2856,33,17,0.65,45004,0,4,3,15,Doctorat,Directeur,CDI,Ventes
2857,36,18,0.65,40505,0,3,2,2,Licence,Commercial,CDI,Ventes
2858,60,6,0.37,49814,0,2,7,23,Master,Directeur,CDI,RH
2859,23,18,0.85,67147,0,4,1,14,Licence,Directeur,CDD,RH
2860,50,23,0.25,65031,1,3,9,20,Licence,Commercial,CDD,RH
2861,31,14,0.15,63008,1,2,1,23,Bac,Commercial,CDD,Finance
2862,23,22,0.27,42577,1,3,0,25,Doctorat,Technicien,CDI,Ventes
2863,32,3,0.34,36043,1,4,8,19,Bac,Commercial,CDD,Production
2864,34,3,0.35,62130,1,3,2,19,Licence,Manager,CDD,Finance
2865,31,4,0.7,55414,1,1,7,12,Licence,Technicien,CDI,RH
2866,35,22,0.3,67303,0,3,6,5,Doctorat,Commercial,CDI,RH
2867,39,10,0.71,34744,0,0,0,25,Master,Technicien,CDI,Production
2868,30,10,0.18,69052,0,0,5,15,Bac,Technicien,CDI,Production
2869,60,12,0.23,67260,0,3,7,10,Master,Directeur,CDD,Production
2870,49,13,0.56,68270,0,0,5,29,Licence,Directeur,CDI,IT
2871,24,7,0.93,31470,1,3,8,13,Master,Directeur,CDD,Finance
2872,41,24,0.87,59643,1,3,9,14,Bac,Directeur,CDI,IT
2873,27,17,0.97,55811,0,3,2,20,Licence,Directeur,CDI,Production
2874,48,17,0.69,32201,0,0,5,4,Licence,Directeur,CDI,Ventes
2875,23,9,0.71,33351,1,2,9,24,Master,Technicien,CDD,Finance
2876,50,6,0.66,43327,1,3,3,5,Doctorat,Directeur,CDI,IT
2877,59,13,0.66,55340,1,3,9,29,Doctorat,Manager,CDD,RH
2878,24,14,0.23,56180,1,1,2,14,Bac,Commercial,CDD,Finance
2879,37,15,0.59,41488,1,1,7,18,Doctorat,Commercial,CDD,Ventes
2880,51,1,0.45,58374,0,4,6,10,Licence,Directeur,CDI,Ventes
2881,23,29,0.5,33413,0,0,6,19,Licence,Technicien,CDD,Production
2882,38,29,0.57,68200,0,2,4,24,Master,Manager,CDI,Production
2883,33,17,0.22,50355,1,3,0,5,Licence,Technicien,CDD,RH
2884,56,30,0.42,41831,0,3,5,10,Licence,Technicien,CDD,Ventes
2885,22,12,0.16,51821,0,0,5,29,Bac,Manager,CDD,Production
2886,36,19,0.98,39426,0,4,2,7,Doctorat,Directeur,CDI,IT
2887,47,22,0.21,64396,1,4,4,26,Doctorat,Commercial,CDI,Production
2888,58,32,0.33,66120,1,1,8,22,Doctorat,Commercial,CDI,RH
2889,42,19,0.9,56085,1,0,6,11,Bac,Commercial,CDI,RH
2890,52,2,0.53,63669,1,4,7,16,Doctorat,Technicien,CDD,IT
2891,46,7,0.22,45925,0,4,8,0,Master,Technicien,CDI,Finance
2892,44,31,0.45,30091,0,2,5,9,Doctorat,Commercial,CDI,Ventes
2893,45,28,0.2,38842,1,1,4,13,Licence,Manager,CDD,RH
2894,59,6,0.28,37923,1,1,9,6,Bac,Directeur,CDI,Ventes
2895,49,1,0.15,41827,1,1,4,28,Master,Manager,CDD,IT
2896,42,20,0.49,52126,0,4,4,17,Bac,Manager,CDI,IT
2897,39,5,0.83,36283,1,3,3,8,Master,Technicien,CDI,Finance
2898,57,27,0.63,32854,0,4,1,29,Master,Directeur,CDD,RH
2899,56,31,0.65,65817,1,4,6,27,Licence,Commercial,CDI,IT
2900,30,8,0.28,33557,1,0,6,15,Doctorat,Technicien,CDD,Production
2901,59,10,0.41,32432,1,1,7,9,Doctorat,Directeur,CDD,Ventes
2902,51,22,0.86,40006,0,1,7,11,Master,Commercial,CDI,Ventes
2903,55,10,0.18,57989,1,2,7,8,Master,Manager,CDD,Production
2904,53,1,0.87,68755,0,1,8,13,Doctorat,Directeur,CDD,Ventes
2905,24,2,0.54,65788,0,4,5,27,Bac,Technicien,CDD,Production
2906,24,10,0.85,54887,1,0,3,1,Master,Directeur,CDI,Ventes
2907,49,14,0.39,50632,0,2,1,24,Master,Directeur,CDI,IT
2908,36,10,0.4,58943,1,4,4,24,Bac,Technicien,CDI,Finance
2909,44,30,0.78,56066,1,4,5,9,Bac,Technicien,CDI,RH
2910,32,27,0.81,28977,1,2,6,21,Doctorat,Technicien,CDD,RH
2911,53,27,0.31,48594,1,4,5,20,Doctorat,Manager,CDD,RH
2912,57,31,0.98,67802,0,4,3,9,Bac,Commercial,CDD,RH
2913,54,24,0.18,62026,0,0,3,1,Bac,Technicien,CDI,RH
2914,45,19,0.16,45681,1,0,6,5,Licence,Manager,CDI,Production
2915,60,27,0.64,38170,1,0,0,10,Licence,Directeur,CDI,IT
2916,55,24,0.75,35397,0,1,2,8,Doctorat,Directeur,CDI,Finance
2917,49,10,0.96,67640,0,2,9,2,Master,Technicien,CDI,RH
2918,58,18,0.46,58083,0,0,1,18,Bac,Manager,CDD,Ventes
2919,28,27,0.12,29732,0,4,1,10,Doctorat,Manager,CDD,Ventes
2920,25,0,0.64,30942,1,1,6,3,Licence,Manager,CDI,Finance
2921,58,4,0.36,59548,0,2,4,14,Master,Technicien,CDD,RH
2922,22,9,0.49,37429,0,0,2,25,Licence,Technicien,CDD,RH
2923,22,33,0.54,57741,1,0,8,26,Licence,Manager,CDD,IT
2924,41,1,0.16,65268,1,2,8,11,Licence,Directeur,CDI,Ventes
2925,40,17,0.54,50517,0,0,2,3,Master,Directeur,CDD,Ventes
2926,50,12,0.48,57949,1,2,1,14,Licence,Technicien,CDI,Production
2927,31,4,0.74,56899,0,2,2,16,Doctorat,Technicien,CDD,Ventes
2928,39,19,0.68,43068,1,4,8,17,Master,Manager,CDI,RH
2929,49,1,0.27,28165,0,2,7,21,Bac,Manager,CDI,RH
2930,56,10,0.29,40872,1,3,2,4,Bac,Manager,CDI,Ventes
2931,52,29,0.33,49216,0,0,3,9,Bac,Directeur,CDI,Production
2932,48,31,0.26,58206,1,4,4,19,Bac,Manager,CDI,Finance
2933,32,31,0.69,57269,0,1,3,25,Licence,Commercial,CDI,Ventes
2934,59,27,0.99,57264,1,3,1,8,Licence,Manager,CDI,Finance
2935,26,9,0.69,40219,1,2,8,17,Bac,Commercial,CDI,Ventes
2936,29,21,0.65,47158,1,1,1,11,Master,Technicien,CDD,Finance
2937,55,16,0.47,53989,1,1,4,7,Licence,Technicien,CDI,RH
2938,33,21,0.38,65788,1,1,8,27,Licence,Manager,CDD,RH
2939,59,18,0.92,56058,0,1,7,10,Master,Commercial,CDI,Finance
2940,22,16,0.97,52132,1,4,0,3,Master,Technicien,CDI,IT
2941,52,23,0.55,44830,1,4,2,8,Doctorat,Manager,CDI,RH
2942,25,31,0.36,56050,0,1,9,3,Master,Manager,CDD,Production
2943,26,27,0.79,60864,0,3,8,17,Bac,Manager,CDD,Production
2944,51,13,0.22,63194,1,0,2,13,Bac,Commercial,CDI,Finance
2945,45,5,0.79,47641,1,0,3,13,Master,Technicien,CDD,IT
2946,24,8,0.84,58375,1,4,2,21,Doctorat,Manager,CDD,Production
2947,32,20,0.21,41555,0,3,6,28,Doctorat,Technicien,CDD,RH
2948,25,11,0.98,49110,1,3,8,27,Bac,Directeur,CDD,Ventes
2949,47,29,0.99,51235,0,2,3,29,Bac,Directeur,CDI,Ventes
2950,48,30,0.94,69462,0,4,8,24,Master,Technicien,CDD,RH
2951,48,3,0.55,56959,0,3,1,22,Licence,Directeur,CDD,IT
2952,27,30,0.32,68957,1,3,1,0,Doctorat,Directeur,CDD,Finance
2953,36,26,0.62,69024,1,0,8,29,Bac,Directeur,CDD,RH
2954,51,24,0.48,67508,1,3,6,8,Master,Manager,CDI,Ventes
2955,58,4,0.29,51098,1,3,4,5,Master,Commercial,CDI,Finance
2956,58,5,0.48,43309,0,1,4,24,Master,Directeur,CDI,IT
2957,58,4,0.7,42105,1,0,8,17,Doctorat,Manager,CDI,Production
2958,56,26,0.16,36672,0,0,3,10,Licence,Technicien,CDD,Ventes
2959,44,7,0.4,58328,1,1,0,6,Master,Technicien,CDD,IT
2960,27,8,0.12,42078,0,0,5,23,Master,Directeur,CDD,RH
2961,25,14,0.77,67647,1,2,2,7,Licence,Manager,CDD,IT
2962,39,6,0.68,65430,1,2,1,20,Master,Commercial,CDI,IT
2963,30,31,0.16,68583,0,4,3,22,Bac,Commercial,CDI,Finance
2964,50,7,0.97,64029,1,0,8,29,Doctorat,Technicien,CDD,Ventes
2965,34,14,0.12,28405,1,0,7,22,Licence,Technicien,CDI,Ventes
2966,38,18,0.63,31560,0,2,6,2,Licence,Manager,CDI,IT
2967,53,5,0.8,39575,0,4,1,10,Doctorat,Directeur,CDI,RH
2968,43,18,0.81,39859,0,4,0,10,Master,Technicien,CDD,IT
2969,25,27,0.13,58612,0,2,6,1,Doctorat,Directeur,CDD,RH
2970,26,16,0.92,41153,1,2,9,14,Bac,Directeur,CDI,Finance
2971,58,18,0.93,68624,1,1,4,14,Licence,Manager,CDI,Ventes
2972,34,30,0.61,55013,0,4,7,4,Master,Directeur,CDD,Ventes
2973,55,10,0.53,34690,1,4,4,19,Master,Technicien,CDI,Ventes
2974,43,14,0.14,49715,1,1,9,7,Doctorat,Manager,CDI,Ventes
2975,44,9,0.61,28741,0,2,4,15,Licence,Commercial,CDI,Finance
2976,24,22,0.47,39431,0,1,7,11,Doctorat,Directeur,CDD,IT
2977,55,2,0.8,35181,1,1,8,13,Licence,Manager,CDI,Ventes
2978,53,2,0.46,59305,1,3,1,20,Doctorat,Manager,CDI,Production
2979,42,17,0.72,35731,0,4,7,12,Master,Commercial,CDD,RH
2980,42,24,0.19,63689,0,2,6,8,Doctorat,Manager,CDD,RH
2981,32,19,0.22,68142,0,3,7,6,Licence,Commercial,CDI,Ventes
2982,60,28,0.23,56714,1,3,2,26,Bac,Directeur,CDD,RH
2983,25,21,0.14,35023,0,3,3,16,Doctorat,Manager,CDD,RH
2984,22,14,0.59,66329,0,2,6,1,Bac,Commercial,CDI,Finance
2985,49,9,0.81,66402,1,1,4,7,Master,Commercial,CDI,RH
2986,45,20,0.65,28910,0,2,6,25,Doctorat,Directeur,CDI,Finance
2987,56,28,0.62,56588,0,4,5,12,Bac,Manager,CDD,RH
2988,34,31,0.71,65470,0,4,3,7,Doctorat,Directeur,CDD,Finance
2989,55,9,0.41,50182,1,1,1,17,Doctorat,Commercial,CDI,RH
2990,32,12,0.43,57390,1,2,5,12,Master,Manager,CDD,Production
2991,57,22,0.38,32038,0,1,5,22,Licence,Directeur,CDD,IT
2992,38,22,0.74,56215,1,1,5,7,Licence,Technicien,CDI,Finance
2993,56,30,0.25,59565,0,2,0,15,Doctorat,Technicien,CDD,Production
2994,39,3,0.11,47829,1,4,5,19,Master,Manager,CDD,IT
2995,43,2,0.64,60899,1,2,1,2,Doctorat,Technicien,CDD,IT
2996,45,20,0.95,50246,0,4,9,14,Master,Directeur,CDD,Production
2997,40,1,0.65,46862,0,0,4,9,Licence,Technicien,CDD,Ventes
2998,58,3,0.8,50500,1,0,6,24,Master,Directeur,CDD,Ventes
2999,60,0,0.71,44688,1,0,9,17,Doctorat,Directeur,CDI,Finance
3000,42,14,0.55,44282,1,3,0,29,Bac,Technicien,CDI,Ventes
3001,29,32,0.75,30519,1,4,4,18,Bac,Commercial,CDI,Finance
3002,49,5,0.84,34112,0,4,8,23,Doctorat,Technicien,CDD,Production
3003,26,6,0.3,28992,1,2,2,1,Bac,Directeur,CDI,Ventes
3004,38,18,0.4,33647,0,4,1,20,Doctorat,Technicien,CDI,Ventes
3005,58,0,0.3,57014,0,2,9,9,Doctorat,Technicien,CDI,RH
3006,57,18,0.51,35597,1,3,1,27,Licence,Manager,CDD,RH
3007,40,25,0.9,53633,1,2,2,15,Licence,Directeur,CDI,IT
3008,48,11,0.41,44854,1,0,0,7,Licence,Commercial,CDI,RH
3009,55,21,0.44,31566,0,2,1,6,Doctorat,Manager,CDD,Production
3010,32,12,0.87,69472,0,2,5,3,Master,Directeur,CDD,Finance
3011,33,27,0.56,31285,1,2,7,25,Doctorat,Technicien,CDI,Finance
3012,42,13,0.58,40029,1,4,3,8,Licence,Commercial,CDD,RH
3013,32,21,0.87,40846,1,1,1,1,Licence,Directeur,CDD,RH
3014,60,29,0.54,41079,0,1,4,28,Bac,Technicien,CDI,Finance
3015,49,19,0.71,36551,0,1,2,15,Licence,Manager,CDI,IT
3016,26,26,0.18,61052,1,4,4,28,Master,Directeur,CDI,Ventes
3017,38,33,0.26,43100,0,0,2,6,Doctorat,Manager,CDI,IT
3018,41,0,0.46,31277,0,1,3,22,Master,Directeur,CDD,Production
3019,33,14,0.55,47015,0,1,4,14,Doctorat,Manager,CDI,Production
3020,27,31,0.97,29757,0,3,6,22,Bac,Technicien,CDD,Ventes
3021,38,7,0.97,60085,1,3,1,22,Bac,Directeur,CDD,Ventes
3022,40,32,0.87,49863,1,0,5,4,Master,Manager,CDI,IT
3023,47,17,0.38,54098,1,2,5,0,Bac,Technicien,CDD,Finance
3024,53,28,0.97,43295,0,2,5,19,Doctorat,Technicien,CDI,Ventes
3025,27,31,0.72,66555,1,3,6,4,Bac,Directeur,CDI,IT
3026,57,32,0.45,53821,1,3,2,12,Doctorat,Directeur,CDD,IT
3027,59,4,0.73,49833,0,0,4,25,Doctorat,Directeur,CDI,Finance
3028,32,17,0.11,53992,0,0,8,19,Master,Manager,CDD,IT
3029,54,9,0.23,36549,0,4,8,12,Doctorat,Technicien,CDD,Production
3030,45,32,0.85,50432,1,2,6,22,Bac,Technicien,CDI,Finance
3031,44,22,0.68,67498,1,4,8,28,Master,Directeur,CDD,RH
3032,36,4,0.43,48519,0,1,2,17,Doctorat,Technicien,CDD,IT
3033,48,33,0.55,31141,1,0,6,1,Doctorat,Technicien,CDI,Ventes
3034,32,23,0.91,39068,1,2,0,26,Doctorat,Directeur,CDD,Ventes
3035,38,16,0.67,59342,0,2,6,17,Master,Commercial,CDD,Finance
3036,35,30,0.46,42256,0,4,2,9,Doctorat,Technicien,CDD,Ventes
